TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.fasterxml.jackson.databind.type.CollectionType,BRANCH,1.0,14,14
com.fasterxml.jackson.databind.ser.BeanPropertyWriter,BRANCH,0.6294117647058823,170,107
com.fasterxml.jackson.databind.deser.std.JsonNodeDeserializer,BRANCH,0.8260869565217391,23,19
com.fasterxml.jackson.databind.ObjectMapper,BRANCH,0.6791979949874687,399,271
com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,BRANCH,0.1891891891891892,74,14
com.fasterxml.jackson.databind.type.MapType,BRANCH,1.0,18,18
com.fasterxml.jackson.databind.module.SimpleAbstractTypeResolver,BRANCH,0.8,10,8
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,BRANCH,1.0,15,15
com.fasterxml.jackson.databind.type.ReferenceType,BRANCH,1.0,33,33
com.fasterxml.jackson.databind.util.TokenBuffer,BRANCH,0.7563805104408353,431,326
com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,BRANCH,0.36633663366336633,303,111
com.fasterxml.jackson.databind.type.SimpleType,BRANCH,0.9777777777777777,45,44
com.fasterxml.jackson.databind.jsontype.impl.AsWrapperTypeDeserializer,BRANCH,0.4782608695652174,23,11
com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer,BRANCH,0.7142857142857143,217,151
com.fasterxml.jackson.databind.util.StdDateFormat,BRANCH,0.9738562091503268,153,140
com.fasterxml.jackson.databind.type.SimpleType,BRANCH,0.9777777777777777,45,44
com.fasterxml.jackson.databind.deser.std.NullifyingDeserializer,BRANCH,0.7857142857142857,14,11
com.fasterxml.jackson.databind.deser.std.NumberDeserializers,BRANCH,0.4975124378109453,201,100
com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,BRANCH,0.7525773195876289,97,73
com.fasterxml.jackson.databind.DeserializationConfig,BRANCH,0.9210526315789473,152,140
com.fasterxml.jackson.databind.type.SimpleType,BRANCH,0.9795918367346939,49,48
com.fasterxml.jackson.databind.deser.BeanDeserializerBase,BRANCH,0.1658291457286432,398,66
com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,BRANCH,0.6470588235294118,34,22
com.fasterxml.jackson.databind.AnnotationIntrospector,BRANCH,0.8225806451612904,124,100
com.fasterxml.jackson.databind.type.TypeBindings,BRANCH,0.9007633587786259,131,118
com.fasterxml.jackson.databind.ser.impl.WritableObjectId,BRANCH,0.8571428571428571,14,12
com.fasterxml.jackson.databind.deser.BeanDeserializer,BRANCH,0.0037174721189591076,269,1
com.fasterxml.jackson.databind.JavaType,BRANCH,0.9803921568627451,51,50
com.fasterxml.jackson.databind.type.TypeFactory,BRANCH,0.8494208494208494,259,219
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,BRANCH,0.6,40,24
com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,BRANCH,0.05,80,4
com.fasterxml.jackson.databind.type.CollectionLikeType,BRANCH,0.9772727272727273,44,43
com.fasterxml.jackson.databind.ser.PropertyBuilder,BRANCH,0.013157894736842105,76,1
com.fasterxml.jackson.databind.SerializationConfig,BRANCH,0.906832298136646,161,146
com.fasterxml.jackson.databind.ser.std.StdKeySerializers,BRANCH,0.94,50,47
com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,BRANCH,0.8282828282828283,99,82
com.fasterxml.jackson.databind.util.TokenBuffer,BRANCH,0.6200873362445415,458,284
com.fasterxml.jackson.databind.ObjectMapper,BRANCH,0.7044334975369458,406,286
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,BRANCH,0.8333333333333334,126,105
com.fasterxml.jackson.databind.type.MapLikeType,BRANCH,0.9807692307692307,52,51
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.46766169154228854,201,94
com.fasterxml.jackson.databind.util.TokenBuffer,BRANCH,0.5865800865800865,462,271
com.fasterxml.jackson.databind.ser.std.JsonValueSerializer,BRANCH,0.012987012987012988,77,1
com.fasterxml.jackson.databind.ObjectReader,BRANCH,0.7033898305084746,236,166
com.fasterxml.jackson.databind.type.TypeFactory,BRANCH,0.8066914498141264,269,216
com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,BRANCH,0.5783132530120482,83,48
com.fasterxml.jackson.databind.JsonMappingException,BRANCH,0.9240506329113924,79,73
com.fasterxml.jackson.databind.ser.PropertyBuilder,BRANCH,0.0,79,0
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,BRANCH,0.8571428571428571,126,108
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector,BRANCH,0.0,363,0
com.fasterxml.jackson.databind.jsontype.impl.StdTypeResolverBuilder,BRANCH,0.9538461538461539,65,62
com.fasterxml.jackson.databind.type.TypeFactory,BRANCH,0.7977941176470589,272,217
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,BRANCH,0.20545746388443017,623,128
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,BRANCH,0.3867403314917127,181,67
com.fasterxml.jackson.databind.deser.BeanDeserializerBase,BRANCH,0.1625,400,65
com.fasterxml.jackson.databind.type.ResolvedRecursiveType,BRANCH,1.0,27,27
com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,BRANCH,0.351123595505618,356,123
com.fasterxml.jackson.databind.deser.impl.CreatorCollector,BRANCH,0.43434343434343436,99,43
com.fasterxml.jackson.databind.type.ResolvedRecursiveType,BRANCH,1.0,27,27
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,BRANCH,0.8650793650793651,126,109
com.fasterxml.jackson.databind.deser.std.MapDeserializer,BRANCH,0.445859872611465,157,70
com.fasterxml.jackson.databind.introspect.ObjectIdInfo,BRANCH,1.0,17,17
com.fasterxml.jackson.databind.deser.impl.InnerClassProperty,BRANCH,0.8260869565217391,23,19
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,BRANCH,0.8926174496644296,149,132
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder,BRANCH,0.11004784688995216,418,46
com.fasterxml.jackson.databind.ser.std.EnumSerializer,BRANCH,0.3888888888888889,54,21
com.fasterxml.jackson.databind.deser.BuilderBasedDeserializer,BRANCH,0.009852216748768473,203,2
com.fasterxml.jackson.databind.jsontype.impl.AsPropertyTypeDeserializer,BRANCH,0.3611111111111111,36,13
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.47342995169082125,207,98
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.4744186046511628,215,102
com.fasterxml.jackson.databind.ser.std.BeanSerializerBase,BRANCH,0.27155172413793105,232,63
com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver,BRANCH,0.20481927710843373,83,17
com.fasterxml.jackson.databind.deser.ValueInstantiator,BRANCH,0.7096774193548387,62,44
com.fasterxml.jackson.databind.type.ReferenceType,BRANCH,1.0,42,42
com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,BRANCH,0.37595907928388744,391,145
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.4337899543378995,219,95
com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,BRANCH,0.8037383177570093,107,86
com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,BRANCH,0.525,40,21
com.fasterxml.jackson.databind.DatabindContext,BRANCH,0.4166666666666667,48,20
com.fasterxml.jackson.databind.util.StdDateFormat,BRANCH,0.975,160,148
com.fasterxml.jackson.databind.jsontype.impl.ClassNameIdResolver,BRANCH,0.696969696969697,33,23
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.4748858447488584,219,104
com.fasterxml.jackson.databind.DeserializationContext,BRANCH,0.3951219512195122,205,80
com.fasterxml.jackson.databind.deser.DeserializerCache,BRANCH,0.6870229007633588,131,90
com.fasterxml.jackson.databind.deser.std.MapDeserializer,BRANCH,0.4394904458598726,157,69
com.fasterxml.jackson.databind.type.TypeFactory,BRANCH,0.78125,288,224
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,BRANCH,0.7096774193548387,93,66
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.4881516587677725,211,103
com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator,BRANCH,0.35714285714285715,14,5
com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator,BRANCH,0.3888888888888889,18,7
com.fasterxml.jackson.databind.JsonMappingException,BRANCH,0.9012345679012346,81,73
com.fasterxml.jackson.databind.node.POJONode,BRANCH,0.9487179487179487,39,37
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,BRANCH,0.08990536277602523,634,57
com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,BRANCH,0.11538461538461539,104,12
com.fasterxml.jackson.databind.deser.CreatorProperty,BRANCH,0.8620689655172413,29,25
com.fasterxml.jackson.databind.SerializerProvider,BRANCH,0.5515151515151515,165,91
com.fasterxml.jackson.databind.deser.BeanDeserializer,BRANCH,0.010344827586206896,290,3
com.fasterxml.jackson.databind.node.TreeTraversingParser,BRANCH,0.8888888888888888,108,95
com.fasterxml.jackson.databind.deser.impl.FieldProperty,BRANCH,0.05555555555555555,36,2
org.jsoup.nodes.Document,BRANCH,1.0,26,26
com.fasterxml.jackson.databind.type.TypeParser,BRANCH,0.9375,32,30
com.fasterxml.jackson.databind.ser.std.NumberSerializer,BRANCH,0.9,30,27
com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,BRANCH,0.48148148148148145,54,26
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,BRANCH,0.01892744479495268,634,14
com.fasterxml.jackson.databind.deser.std.JdkDeserializers,BRANCH,0.9230769230769231,13,12
com.fasterxml.jackson.databind.deser.impl.MethodProperty,BRANCH,0.0,38,3
com.fasterxml.jackson.databind.util.StdDateFormat,BRANCH,0.8287671232876712,146,115
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,BRANCH,0.1152073732718894,217,25
com.fasterxml.jackson.databind.node.TreeTraversingParser,BRANCH,0.9134615384615384,104,95
org.jsoup.nodes.Document,BRANCH,1.0,45,45
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,BRANCH,0.5714285714285714,42,24
com.fasterxml.jackson.databind.deser.DeserializerCache,BRANCH,0.3381294964028777,139,47
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,BRANCH,0.20833333333333334,24,5
com.fasterxml.jackson.databind.deser.SettableAnyProperty,BRANCH,0.0,33,0
com.fasterxml.jackson.databind.ObjectReader,BRANCH,0.6937269372693727,271,188
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,BRANCH,0.18421052631578946,38,7
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,BRANCH,0.009216589861751152,217,2
org.jsoup.nodes.Element,BRANCH,0.7961783439490446,157,125
com.fasterxml.jackson.databind.ser.std.NumberSerializers,BRANCH,0.8709677419354839,31,26
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,BRANCH,0.008064516129032258,124,1
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,BRANCH,0.8235294117647058,17,14
com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,BRANCH,0.6031746031746031,63,38
com.fasterxml.jackson.databind.deser.SettableBeanProperty,BRANCH,0.1792452830188679,106,19
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,BRANCH,0.00904977375565611,221,2
org.jsoup.nodes.DocumentType,BRANCH,1.0,7,7
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,BRANCH,0.7407407407407407,54,40
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,BRANCH,0.10526315789473684,19,2
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,BRANCH,0.5967741935483871,62,37
com.fasterxml.jackson.databind.deser.std.StdDeserializer,BRANCH,0.09895833333333333,384,38
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,BRANCH,1.0,8,8
org.jsoup.parser.CharacterReader,BRANCH,1.0,93,93
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,BRANCH,0.674074074074074,135,91
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,BRANCH,0.7540322580645161,248,187
org.jsoup.select.CombiningEvaluator,BRANCH,1.0,17,17
org.jsoup.nodes.Entities,BRANCH,0.9285714285714286,28,26
org.jsoup.parser.Parser,BRANCH,0.7717391304347826,92,71
org.jsoup.parser.Parser,BRANCH,0.8804347826086957,92,81
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,BRANCH,0.6513761467889908,109,71
org.jsoup.parser.Tokeniser,BRANCH,0.9425287356321839,87,82
org.jsoup.nodes.Entities,BRANCH,0.8928571428571429,28,25
org.jsoup.parser.CharacterReader,BRANCH,1.0,93,93
org.jsoup.nodes.Entities,BRANCH,0.8888888888888888,27,24
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,BRANCH,0.27411167512690354,197,52
org.jsoup.nodes.Element,BRANCH,0.9427083333333334,192,181
com.fasterxml.jackson.databind.ser.DefaultSerializerProvider,BRANCH,0.3359375,128,43
org.jsoup.parser.Parser,BRANCH,0.8061224489795918,98,79
org.jsoup.parser.Tag,BRANCH,0.8596491228070176,114,98
org.jsoup.nodes.Node,BRANCH,0.984375,64,63
org.jsoup.select.QueryParser,BRANCH,0.9895833333333334,96,95
com.fasterxml.jackson.databind.ser.PropertyBuilder,BRANCH,0.0,80,0
org.jsoup.select.Selector,BRANCH,0.7251908396946565,131,95
org.jsoup.select.Selector,BRANCH,0.8194444444444444,144,118
org.jsoup.parser.TreeBuilderState,BRANCH,0.0,814,0
org.jsoup.parser.Token,BRANCH,1.0,65,65
org.jsoup.parser.TokeniserState,BRANCH,0.0,846,0
org.jsoup.parser.TreeBuilderState,BRANCH,0.0,814,0
org.jsoup.parser.Tokeniser,BRANCH,0.8953488372093024,86,77
org.jsoup.nodes.Document,BRANCH,1.0,60,60
com.fasterxml.jackson.databind.util.ClassUtil,BRANCH,0.5128205128205128,312,163
org.jsoup.parser.CharacterReader,BRANCH,1.0,139,139
org.jsoup.nodes.Entities,BRANCH,0.6428571428571429,42,27
org.jsoup.nodes.Node,BRANCH,0.9863013698630136,73,72
org.jsoup.helper.DataUtil,BRANCH,0.5769230769230769,26,15
org.jsoup.safety.Whitelist,BRANCH,0.9213483146067416,89,82
org.jsoup.parser.Parser,BRANCH,1.0,16,16
org.jsoup.nodes.Node,BRANCH,0.946236559139785,93,88
org.jsoup.nodes.DocumentType,BRANCH,1.0,9,9
org.jsoup.parser.TokeniserState,BRANCH,0.0,889,0
org.jsoup.parser.TokeniserState,BRANCH,0.0,843,0
org.jsoup.nodes.Node,BRANCH,0.9423076923076923,104,97
org.jsoup.parser.TreeBuilder,BRANCH,1.0,11,11
org.jsoup.parser.Tag,BRANCH,0.9491525423728814,59,56
org.jsoup.safety.Cleaner,BRANCH,0.4117647058823529,17,7
org.jsoup.parser.Tokeniser,BRANCH,0.8160919540229885,87,71
org.jsoup.helper.DataUtil,BRANCH,0.5714285714285714,28,16
org.jsoup.select.Elements,BRANCH,1.0,115,115
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.9411764705882353,34,32
org.jsoup.safety.Cleaner,BRANCH,0.4444444444444444,18,8
org.jsoup.helper.W3CDom,BRANCH,1.0,30,30
org.jsoup.nodes.Element,BRANCH,0.9806763285024155,207,200
org.jsoup.helper.DataUtil,BRANCH,0.627906976744186,43,27
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,816,0
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.97165991902834,247,240
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,816,0
org.jsoup.helper.DataUtil,BRANCH,0.5686274509803921,51,29
org.jsoup.nodes.Element,BRANCH,0.9819004524886877,221,216
org.jsoup.helper.DataUtil,BRANCH,0.4945054945054945,91,45
org.jsoup.nodes.FormElement,BRANCH,0.4642857142857143,28,13
org.jsoup.nodes.DocumentType,BRANCH,1.0,17,17
org.jsoup.parser.Token,BRANCH,1.0,84,84
org.jsoup.Jsoup,BRANCH,1.0,15,15
org.jsoup.nodes.Entities,BRANCH,0.6712328767123288,73,49
org.jsoup.nodes.Entities,BRANCH,0.6986301369863014,73,51
org.jsoup.parser.Parser,BRANCH,1.0,22,22
org.jsoup.nodes.Element,BRANCH,0.930327868852459,244,226
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,824,0
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.94,250,234
org.jsoup.helper.HttpConnection,BRANCH,0.6889763779527559,254,175
org.jsoup.nodes.XmlDeclaration,BRANCH,0.8666666666666667,15,13
org.jsoup.parser.Token,BRANCH,1.0,83,83
org.jsoup.helper.DataUtil,BRANCH,0.6666666666666666,57,38
org.jsoup.parser.CharacterReader,BRANCH,0.9692307692307692,195,189
org.jsoup.safety.Cleaner,BRANCH,0.48148148148148145,27,13
org.jsoup.parser.TokenQueue,BRANCH,0.9922480620155039,129,125
org.jsoup.parser.TokenQueue,BRANCH,0.9915966386554622,119,115
org.jsoup.parser.TokeniserState,BRANCH,0.0,827,0
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.7619047619047619,42,32
org.jsoup.parser.TokeniserState,BRANCH,0.0,827,0
org.jsoup.nodes.Element,BRANCH,0.8888888888888888,243,216
org.jsoup.nodes.Attributes,BRANCH,0.8488372093023255,86,73
org.jsoup.nodes.Node,BRANCH,0.9477611940298507,134,127
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.8409090909090909,44,37
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.9076305220883534,249,226
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,824,0
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.9718875502008032,249,242
org.jsoup.nodes.Element,BRANCH,0.9728682170542635,258,251
org.jsoup.select.Evaluator,BRANCH,0.9528795811518325,191,182
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,874,0
org.jsoup.select.QueryParser,BRANCH,0.9006622516556292,151,136
org.jsoup.nodes.LeafNode,BRANCH,1.0,25,25
org.jsoup.nodes.FormElement,BRANCH,0.6129032258064516,31,19
org.jsoup.select.QueryParser,BRANCH,0.8940397350993378,151,135
org.jsoup.parser.Tokeniser,BRANCH,0.8558558558558559,111,95
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.9196787148594378,249,229
org.jsoup.nodes.Element,BRANCH,0.9372822299651568,287,266
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0,874,0
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.9565217391304348,253,242
org.jsoup.helper.W3CDom,BRANCH,0.96875,32,31
org.jsoup.UncheckedIOException,BRANCH,1.0,2,2
org.jsoup.nodes.Comment,BRANCH,1.0,16,16
org.jsoup.parser.CharacterReader,BRANCH,0.9519230769230769,208,198
org.jsoup.parser.CharacterReader,BRANCH,0.9532710280373832,214,204
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.0011376564277588168,879,1
org.jsoup.nodes.Element,BRANCH,0.9656357388316151,291,281
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.9130434782608695,46,42
org.jsoup.helper.StringUtil,BRANCH,0.9876543209876543,81,79
org.jsoup.helper.DataUtil,BRANCH,0.4895833333333333,96,47
org.jsoup.nodes.Attributes,BRANCH,0.8446601941747572,103,87
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.9130434782608695,46,42
org.jsoup.nodes.Element,BRANCH,0.8896103896103896,308,273
org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThan,BRANCH,1.0,4,4
org.jsoup.helper.DataUtil,BRANCH,0.5490196078431373,102,56
org.jsoup.helper.DataUtil,BRANCH,0.5247524752475248,101,53
org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThanOrEqual,BRANCH,1.0,4,4
org.jsoup.helper.W3CDom,BRANCH,0.96875,32,31
org.apache.commons.jxpath.ri.compiler.CoreOperationLessThan,BRANCH,1.0,4,4
org.apache.commons.jxpath.ri.compiler.CoreOperationLessThanOrEqual,BRANCH,1.0,4,4
org.jsoup.nodes.Attributes,BRANCH,0.8350515463917526,97,81
org.jsoup.parser.CharacterReader,BRANCH,0.954954954954955,222,212
org.jsoup.parser.TokeniserState,BRANCH,0.0,830,0
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,BRANCH,1.0,3,3
org.jsoup.nodes.Attribute,BRANCH,0.9180327868852459,61,56
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.742671009771987,307,227
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.7738095238095238,252,195
org.jsoup.nodes.Attribute,BRANCH,0.9180327868852459,61,56
org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,BRANCH,0.8923076923076924,65,58
org.jsoup.nodes.Attribute,BRANCH,0.9180327868852459,61,56
org.apache.commons.jxpath.ri.axes.UnionContext,BRANCH,1.0,15,15
org.apache.commons.jxpath.ri.compiler.CoreOperationEqual,BRANCH,1.0,4,4
org.apache.commons.jxpath.ri.compiler.CoreOperationNotEqual,BRANCH,1.0,4,4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.7792642140468228,299,232
org.jsoup.parser.HtmlTreeBuilder,BRANCH,0.7362204724409449,254,187
org.apache.commons.jxpath.ri.axes.AttributeContext,BRANCH,1.0,17,17
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,BRANCH,0.9272727272727272,55,51
org.jsoup.nodes.FormElement,BRANCH,0.625,32,20
org.jsoup.parser.HtmlTreeBuilderState,BRANCH,0.001141552511415525,876,1
org.jsoup.helper.HttpConnection,BRANCH,0.6975308641975309,324,226
org.jsoup.parser.ParseSettings,BRANCH,1.0,8,8
org.apache.commons.jxpath.ri.compiler.Expression,BRANCH,0.9473684210526315,19,18
org.apache.commons.jxpath.ri.NamespaceResolver,BRANCH,0.8571428571428571,35,30
org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,BRANCH,0.8208955223880597,67,55
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,BRANCH,0.9428571428571428,35,33
org.apache.commons.jxpath.ri.model.NodePointer,BRANCH,0.8670886075949367,158,137
org.apache.commons.jxpath.ri.model.beans.NullPropertyPointer,BRANCH,0.9772727272727273,44,43
org.jsoup.parser.Token,BRANCH,1.0,89,88
org.jsoup.parser.Tag,BRANCH,0.8676470588235294,68,59
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,BRANCH,0.8909090909090909,55,49
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,BRANCH,0.8461538461538461,39,33
org.apache.commons.lang3.text.translate.LookupTranslator,BRANCH,1.0,14,14
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,BRANCH,0.6872964169381107,307,213
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.7951070336391437,327,260
org.apache.commons.lang3.text.translate.CharSequenceTranslator,BRANCH,1.0,15,15
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,BRANCH,0.967741935483871,31,30
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.7672131147540984,305,234
org.jsoup.parser.XmlTreeBuilder,BRANCH,0.8222222222222222,45,37
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,BRANCH,0.6622950819672131,305,202
org.apache.commons.jxpath.ri.compiler.CoreFunction,BRANCH,0.8676056338028169,355,306
org.apache.commons.lang3.LocaleUtils,BRANCH,1.0,65,49
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.7967213114754098,305,242
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.77491961414791,311,241
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,BRANCH,0.9696969696969697,33,32
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,BRANCH,0.9487179487179487,39,37
org.apache.commons.lang3.text.translate.CharSequenceTranslator,BRANCH,1.0,17,17
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,BRANCH,0.6949152542372882,59,41
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.8006430868167203,311,249
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,BRANCH,0.6719745222929936,314,211
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,BRANCH,0.6604938271604939,324,214
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9554317548746518,359,341
org.apache.commons.lang3.text.translate.EntityArrays,BRANCH,1.0,13,13
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9605633802816902,355,341
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9664082687338501,387,374
org.apache.commons.lang3.time.FastDateParser,BRANCH,0.792022792022792,351,265
org.apache.commons.lang3.time.FastDateParser,BRANCH,0.7971830985915493,355,270
org.apache.commons.lang3.SerializationUtils,BRANCH,0.7916666666666666,24,19
org.apache.commons.lang3.reflect.TypeUtils,BRANCH,0.3952702702702703,296,117
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9551451187335093,379,359
org.apache.commons.lang3.RandomStringUtils,BRANCH,0.9365079365079365,63,59
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,BRANCH,0.8947368421052632,19,17
org.apache.commons.lang3.RandomStringUtils,BRANCH,1.0,57,57
org.apache.commons.lang3.time.FastDatePrinter,BRANCH,0.8418079096045198,354,297
org.apache.commons.lang3.text.ExtendedMessageFormat,BRANCH,0.6422764227642277,123,79
org.apache.commons.lang3.math.Fraction,BRANCH,0.9646464646464646,198,189
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9655172413793104,377,364
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,BRANCH,0.9333333333333333,15,14
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9597855227882037,373,355
org.apache.commons.lang3.SystemUtils,BRANCH,0.734375,64,47
org.apache.commons.lang3.StringUtils,BRANCH,0.9627118644067797,1180,1136
org.apache.commons.lang3.time.FastDateFormat,BRANCH,0.8629032258064516,372,303
org.apache.commons.lang3.builder.HashCodeBuilder,BRANCH,0.9099099099099099,111,98
org.apache.commons.lang3.ClassUtils,BRANCH,0.9344978165938864,229,214
org.apache.commons.lang3.StringUtils,BRANCH,0.9545071609098568,1187,1136
org.apache.commons.lang3.time.FastDateFormat,BRANCH,0.8400900900900901,444,367
org.apache.commons.lang3.builder.ToStringStyle,BRANCH,0.8508474576271187,295,247
org.apache.commons.lang3.time.DateUtils,BRANCH,0.9681528662420382,314,304
org.apache.commons.lang3.math.NumberUtils,BRANCH,0.9616438356164384,365,351
org.apache.commons.lang3.ArrayUtils,BRANCH,0.9953216374269006,855,851
org.apache.commons.lang.ClassUtils,BRANCH,0.9282296650717703,209,194
org.apache.commons.lang.text.StrBuilder,BRANCH,1.0,560,560
org.apache.commons.lang3.ArrayUtils,BRANCH,0.9964788732394366,852,849
org.apache.commons.lang3.StringUtils,BRANCH,0.9808043875685558,1094,1072
org.apache.commons.lang3.StringUtils,BRANCH,0.981549815498155,1084,1063
org.apache.commons.lang.Entities,BRANCH,0.9325842696629213,89,77
org.apache.commons.lang.text.ExtendedMessageFormat,BRANCH,0.3170731707317073,123,39
org.apache.commons.lang.NumberUtils,BRANCH,0.9319148936170213,235,219
org.apache.commons.lang.WordUtils,BRANCH,0.9907407407407407,108,107
org.apache.commons.lang.StringEscapeUtils,BRANCH,0.9347826086956522,138,119
org.apache.commons.lang3.time.FastDateFormat,BRANCH,0.8581081081081081,444,378
org.apache.commons.lang.LocaleUtils,BRANCH,1.0,71,71
org.apache.commons.lang.LocaleUtils,BRANCH,1.0,71,71
